year,stname,fem15,fem16,fem17,fem18,fem19,fem20,fem21,fem22,fem23,fem24,fem25,fem26,fem27,fem28,fem29,fem30,fem31,fem32,fem33,fem34,fem35,fem36,fem37,fem38,fem39,fem40,fem41,fem42,fem43,fem44,fem1519,fem2034,fem3544,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819
2008,PA,84243,86773,88242,96087,95420,90740,88013,83003,78339,75899,78819,77106,77183,78204,75631,74578,69921,68743,69995,70117,72602,78860,84443,85828,84151,83289,85998,88163,93919,95945,450765,1156291,853198,0.1868889480829239,0.19250163435935974,0.19576053321361542,0.213164284825325,0.21168458461761475,0.07847505807876587,0.0761166512966156,0.07178383320569992,0.0677502453327179,0.06564004719257355,0.0681653693318367,0.06668390333652496,0.06675049662590027,0.0676334947347641,0.06540827453136444,0.06449760496616364,0.06047007068991661,0.05945129692554474,0.060534071177244186,0.060639578849077225,0.08509396761655807,0.09242872148752213,0.09897233545780182,0.1005956381559372,0.09863009303808212,0.09761977940797806,0.10079488903284073,0.10333240032196045,0.11007878929376602,0.11245337873697281,0.42484885454177856
2009,PA,82697,85183,86994,94386,99176,92770,89438,84194,79762,78732,77173,78355,77787,77107,77734,75794,73003,70687,69585,70789,70885,73386,78563,84910,86376,83747,84098,85754,88654,93892,448436,1172910,830265,0.18441204726696014,0.18995575606822968,0.19399423897266388,0.21047820150852203,0.22115977108478546,0.07909388095140457,0.07625307887792587,0.07178214937448502,0.06800351291894913,0.0671253576874733,0.06579618155956268,0.0668039321899414,0.06631966680288315,0.06573991477489471,0.0662744790315628,0.0646204724907875,0.06224092096090317,0.060266345739364624,0.05932680144906044,0.06035330891609192,0.08537635207176208,0.08838864415884018,0.09462400525808334,0.10226855427026749,0.10403425246477127,0.10086779296398163,0.10129055380821228,0.10328509658575058,0.10677795857191086,0.11308678239583969,0.4316379725933075
2010,PA,80952,83559,85412,93038,97840,95060,90724,86016,81096,80428,79956,76990,78441,78084,77143,78023,74355,72922,71877,69767,71978,71254,73473,78689,85299,86469,84136,83755,85902,88264,440801,1190882,809219,0.1836474984884262,0.18956172466278076,0.19376544654369354,0.21106576919555664,0.22195957601070404,0.07982318848371506,0.07618219405412674,0.0722288191318512,0.06809742748737335,0.06753649562597275,0.06714015454053879,0.0646495595574379,0.06586799025535583,0.06556820869445801,0.06477803736925125,0.06551698595285416,0.062436915934085846,0.061233606189489365,0.060356106609106064,0.0585843101143837,0.08894748985767365,0.08805280178785324,0.09079495072364807,0.09724067151546478,0.10540904104709625,0.1068548783659935,0.10397185385227203,0.10350102931261063,0.10615420341491699,0.10907307267189026,0.4330253601074219
2011,PA,79132,81290,83979,91785,97029,92669,92366,88007,83988,81384,80915,80536,77677,78782,78309,77524,78513,74529,73286,72367,69947,72176,71418,73658,78819,85344,86596,84030,83750,85879,433215,1210852,791617,0.18266218900680542,0.18764354288578033,0.19385062158107758,0.21186938881874084,0.22397424280643463,0.07653205841779709,0.0762818232178688,0.07268188148736954,0.06936272978782654,0.06721217930316925,0.06682484596967697,0.0665118470788002,0.06415069848299026,0.06506327539682388,0.06467264145612717,0.06402433663606644,0.0648411214351654,0.06155087426304817,0.06052432581782341,0.05976535379886627,0.08835964649915695,0.09117540717124939,0.09021787345409393,0.09304752200841904,0.09956708550453186,0.10780970752239227,0.10939128696918488,0.1061498150229454,0.10579611361026764,0.10848554223775864,0.43584364652633667
2012,PA,78163,79459,81653,90192,95392,91569,89606,89307,85377,84055,81604,81398,80927,77870,78891,78489,77732,78658,74695,73408,72567,70036,72280,71385,73790,78828,85452,86493,83946,83706,424859,1223586,778483,0.1839739829301834,0.18702439963817596,0.19218847155570984,0.21228690445423126,0.22452625632286072,0.07483658939599991,0.07323228567838669,0.07298792153596878,0.06977605074644089,0.06869561970233917,0.06669249385595322,0.06652413308620453,0.06613919883966446,0.06364080309867859,0.06447523832321167,0.06414669752120972,0.06352802366018295,0.06428481638431549,0.06104597449302673,0.05999414995312691,0.09321590512990952,0.08996471017599106,0.09284724295139313,0.0916975736618042,0.09478691220283508,0.10125847160816193,0.10976733267307281,0.11110454797744751,0.10783279687166214,0.10752450674772263,0.4368131756782532
2013,PA,76947,78322,79778,87795,93743,90334,88583,86442,86877,85531,84099,81986,81842,80843,77821,78938,78680,77610,78759,74813,73608,72448,69967,72327,71421,73707,78849,85290,86491,83740,416585,1233158,767848,0.18470899760723114,0.18800964951515198,0.19150473177433014,0.2107493132352829,0.22502730786800385,0.07325419783592224,0.0718342661857605,0.07009807229042053,0.07045082747936249,0.06935931742191315,0.0681980699300766,0.06648458540439606,0.06636781245470047,0.06555769592523575,0.06310708075761795,0.06401288509368896,0.06380366533994675,0.062935970723629,0.0638677254319191,0.06066781282424927,0.0958627238869667,0.09435200691223145,0.0911208987236023,0.0941944271326065,0.09301450103521347,0.09599165618419647,0.10268829017877579,0.11107666790485382,0.11264078319072723,0.10905804485082626,0.43577662110328674
2014,PA,76619,77272,78643,85869,91469,88740,87463,85832,83980,86648,85474,84334,82453,81827,81021,77784,79089,78824,77763,78774,74787,73660,72453,69986,72314,71478,73710,78686,85167,86298,409872,1240006,758539,0.1869339644908905,0.1885271519422531,0.19187209010124207,0.20950199663639069,0.22316479682922363,0.07156416773796082,0.07053433358669281,0.06921902298927307,0.06772547960281372,0.06987708061933517,0.06893031299114227,0.06801096349954605,0.06649403274059296,0.06598919630050659,0.06533920019865036,0.06272872537374496,0.06378114223480225,0.06356743723154068,0.06271179020404816,0.06352711468935013,0.09859348088502884,0.09710773080587387,0.09551651030778885,0.09226420521736145,0.09533326327800751,0.09423114359378815,0.09717364609241486,0.1037336215376854,0.11227767914533615,0.11376870423555374,0.4326667785644531
2015,PA,78025,76770,77520,84640,89190,86443,85749,84343,82878,83761,86417,85563,84572,82309,81768,80961,77875,78860,78849,77777,78836,74777,73667,72483,70008,72129,71422,73397,78483,84894,406145,1238125,750096,0.19211119413375854,0.18902115523815155,0.19086779654026031,0.2083984762430191,0.21960137784481049,0.0698176696896553,0.06925714015960693,0.06812155246734619,0.06693831086158752,0.06765148788690567,0.06979666650295258,0.06910691410303116,0.06830651313066483,0.06647875159978867,0.06604179739952087,0.06539000570774078,0.06289752572774887,0.0636930838227272,0.06368420273065567,0.06281837821006775,0.10510121285915375,0.09968990832567215,0.09821009635925293,0.09663163125514984,0.09333205223083496,0.0961596891283989,0.09521714597940445,0.09785014390945435,0.10463060438632965,0.11317751556634903,0.4279998540878296
2016,PA,76353,78198,77089,83314,87834,84312,83508,82590,81292,82774,83865,86887,85833,84325,82230,81729,81201,77789,78964,79044,77653,78827,74628,73553,72514,69868,72136,71295,73295,78262,402788,1236343,742031,0.18956126272678375,0.19414183497428894,0.19138851761817932,0.206843301653862,0.218065083026886,0.0681946650147438,0.0675443634390831,0.06680185347795486,0.06575197726488113,0.06695067882537842,0.06783311814069748,0.07027742266654968,0.06942491233348846,0.06820518523454666,0.06651066988706589,0.0661054402589798,0.06567837297916412,0.06291862577199936,0.06386900693178177,0.06393371522426605,0.10464926809072495,0.10623141378164291,0.1005726158618927,0.09912388771772385,0.09772367775440216,0.09415779262781143,0.09721426665782928,0.09608089178800583,0.0987761989235878,0.10546998679637909,0.4249083995819092
2017,PA,74133,76633,78600,82800,86738,83339,81623,80425,79746,81394,83030,84422,87692,85972,84334,82330,82173,81263,77980,79161,79184,77902,78960,74776,73674,72447,69971,71983,71267,73190,398904,1234884,743354,0.18584170937538147,0.1921088844537735,0.1970398873090744,0.20756873488426208,0.21744078397750854,0.06748730689287186,0.06609770655632019,0.06512757390737534,0.06457772850990295,0.06591226160526276,0.06723708659410477,0.06836431473493576,0.07101234048604965,0.06961949169635773,0.06829305738210678,0.06667023152112961,0.0665430948138237,0.06580618023872375,0.063147634267807,0.06410399824380875,0.10652259737253189,0.10479798167943954,0.1062212586402893,0.1005927175283432,0.09911024570465088,0.09745962172746658,0.09412877261638641,0.0968354269862175,0.09587222337722778,0.0984591469168663,0.42500951886177063
2018,PA,74930,74469,77005,84162,86319,82638,80649,78722,77646,80104,81659,83769,85333,87800,86082,84280,82706,82209,81381,78368,79186,79344,78102,79178,74861,73639,72557,69874,72067,71253,396885,1233346,750061,0.18879523873329163,0.1876336932182312,0.19402346014976501,0.21205638349056244,0.21749120950698853,0.06700309365987778,0.06539040803909302,0.0638279914855957,0.0629555732011795,0.06494852155447006,0.0662093237042427,0.06792011111974716,0.0691882073879242,0.07118845731019974,0.06979549676179886,0.0683344304561615,0.06705822795629501,0.06665526330471039,0.06598391383886337,0.06354096531867981,0.10557274520397186,0.10578339546918869,0.10412753373384476,0.10556208342313766,0.09980654716491699,0.09817735105752945,0.09673479944467545,0.09315775334835052,0.09608151763677597,0.09499627351760864,0.42954760789871216
2019,PA,75013,75035,74657,82515,87572,81942,79776,77649,75979,77867,80475,82363,84430,85557,87737,86079,84766,82769,82150,81474,78456,79249,79287,78267,79178,74857,73639,72401,69839,71915,394792,1231013,757088,0.19000639021396637,0.19006210565567017,0.18910464644432068,0.20900879800319672,0.22181807458400726,0.06656469404697418,0.06480516493320465,0.06307731568813324,0.06172071397304535,0.06325440853834152,0.06537298858165741,0.06690668314695358,0.06858579069375992,0.06950129568576813,0.07127219438552856,0.06992533802986145,0.06885873526334763,0.06723649799823761,0.06673365831375122,0.06618451327085495,0.10362864285707474,0.10467607527971268,0.10472626984119415,0.10337899625301361,0.1045822948217392,0.09887489676475525,0.09726610034704208,0.09563089162111282,0.092246875166893,0.09498895704746246,0.430826872587204
1980,RI,8096,8203,8323,9491,10600,10094,9961,9104,8748,8568,8346,7900,7738,7433,7475,7225,7267,7346,7875,5804,5771,5810,6288,5201,5041,4733,4568,4621,4554,4534,44713,120884,51121,0.1810659021139145,0.18345895409584045,0.1861427277326584,0.21226489543914795,0.23706752061843872,0.08350154012441635,0.08240131288766861,0.07531186938285828,0.07236690074205399,0.07087786495685577,0.06904139369726181,0.06535191088914871,0.06401178240776062,0.06148869916796684,0.06183614209294319,0.05976804345846176,0.06011548265814781,0.06076900288462639,0.0651450976729393,0.04801297187805176,0.11288902908563614,0.11365192383527756,0.12300229072570801,0.10173901170492172,0.09860917925834656,0.09258425980806351,0.08935662358999252,0.09039337933063507,0.0890827625989914,0.08869153261184692,0.44933241605758667
1981,RI,7435,7695,8044,9231,10317,10663,10269,9379,9067,9165,8442,8054,7920,7627,7701,7447,7177,7305,7197,7954,5764,5794,5973,5970,5427,4905,4561,4632,4693,4503,42722,125367,52222,0.17403212189674377,0.18011796474456787,0.18828706443309784,0.21607135236263275,0.24149149656295776,0.08505427837371826,0.08191150426864624,0.07481235265731812,0.07232365757226944,0.07310536503791809,0.06733829528093338,0.064243383705616,0.06317451596260071,0.06083738058805466,0.06142764911055565,0.05940159782767296,0.05724792182445526,0.05826892331242561,0.057407449930906296,0.06344572454690933,0.11037493497133255,0.11094941198825836,0.11437708139419556,0.11431963741779327,0.10392171889543533,0.09392593055963516,0.08733867108821869,0.08869825303554535,0.08986634016036987,0.08622802793979645,0.4575628638267517
1982,RI,7147,7172,7645,9079,10175,10624,10602,9473,9153,9307,8698,8170,8053,7802,7932,7520,7309,7153,7077,7206,7994,5723,5877,5626,6206,5185,4760,4633,4712,4666,41218,126079,55382,0.17339511215686798,0.17400164902210236,0.18547721207141876,0.22026784718036652,0.2468581646680832,0.08426462858915329,0.08409013599157333,0.07513543218374252,0.07259733974933624,0.07381879538297653,0.06898849457502365,0.06480064243078232,0.06387265026569366,0.061881836503744125,0.06291293352842331,0.059645142406225204,0.057971589267253876,0.056734271347522736,0.056131474673748016,0.057154640555381775,0.14434292912483215,0.10333682596683502,0.10611750930547714,0.10158535093069077,0.11205806583166122,0.09362247586250305,0.08594850450754166,0.08365534245967865,0.0850817933678627,0.08425120264291763,0.4671260118484497
1983,RI,6996,7044,7286,8866,10236,10410,10307,9562,9042,9192,8794,8560,8261,8021,8244,7645,7399,7324,6960,7123,7367,7869,5747,5516,5855,5940,5097,4877,4757,4748,40428,126844,57773,0.17304837703704834,0.17423567175865173,0.18022163212299347,0.2193034589290619,0.2531908452510834,0.08206931501626968,0.08125729113817215,0.07538393884897232,0.07128441333770752,0.07246696949005127,0.06932925432920456,0.06748446822166443,0.06512724608182907,0.06323515623807907,0.06499321758747101,0.06027088314294815,0.05833149328827858,0.057740215212106705,0.05487054958939552,0.05615559220314026,0.12751631438732147,0.1362054944038391,0.09947553277015686,0.09547712653875351,0.10134492069482803,0.10281619429588318,0.08822460472583771,0.08441659808158875,0.08233950287103653,0.08218371868133545,0.47249430418014526
1984,RI,7099,6877,7142,8477,9998,10215,10082,9284,9097,9061,8967,8836,8777,8360,8657,7817,7564,7472,7169,7058,7432,7305,7944,5456,5822,5655,5860,5232,5003,4812,39593,128416,60521,0.17929936945438385,0.17369231581687927,0.18038542568683624,0.21410350501537323,0.2525193989276886,0.07954616099596024,0.07851046323776245,0.07229628413915634,0.07084008306264877,0.07055974006652832,0.06982775032520294,0.06880762428045273,0.06834818422794342,0.06510092318058014,0.06741371750831604,0.06087247654795647,0.0589023157954216,0.058185894042253494,0.055826377123594284,0.054961998015642166,0.12280035018920898,0.12070190161466599,0.1312602311372757,0.09015052765607834,0.09619801491498947,0.09343864023685455,0.09682589769363403,0.08644933253526688,0.08266551792621613,0.07950959354639053,0.46662288904190063
1985,RI,7179,6953,6956,8329,9525,9794,9880,9077,8846,9126,9101,9020,9013,8854,9025,7972,7739,7665,7337,7298,7457,7340,7333,7540,5769,5626,5598,5997,5354,5066,38942,129747,63080,0.1843510866165161,0.17854759097099304,0.17862461507320404,0.213882178068161,0.2445945292711258,0.07548537105321884,0.07614819705486298,0.06995923072099686,0.06817883998155594,0.07033688575029373,0.07014420628547668,0.06951991468667984,0.06946595758199692,0.06824050098657608,0.06955844908952713,0.06144265457987785,0.0596468523144722,0.05907651036977768,0.05654851347208023,0.056247927248477936,0.11821496486663818,0.11636018007993698,0.1162492036819458,0.11953075230121613,0.09145529568195343,0.08918832987546921,0.08874445408582687,0.0950697511434555,0.08487635105848312,0.08031071722507477,0.458476722240448
1986,RI,7147,7037,7046,8177,9375,9242,9452,8883,8634,8859,9420,9204,9178,9086,9580,8145,7906,7888,7558,7506,7758,7328,7340,6951,8004,5620,5594,5730,6140,5432,38782,130541,65897,0.18428651988506317,0.18145015835762024,0.18168222904205322,0.2108452320098877,0.24173586070537567,0.07079768180847168,0.07240637391805649,0.06804758310317993,0.06614013761281967,0.06786373257637024,0.0721612349152565,0.07050658762454987,0.0703074112534523,0.06960265338420868,0.07338690757751465,0.062394190579652786,0.0605633482336998,0.06042546033859253,0.05789751932024956,0.057499177753925323,0.11772918701171875,0.11120384931564331,0.11138594895601273,0.1054828017950058,0.12146228551864624,0.08528461307287216,0.08489005267620087,0.08695388585329056,0.09317571669816971,0.08243167400360107,0.45258110761642456
1987,RI,6446,7033,7179,8388,9253,9183,9042,8632,8570,8780,9308,9465,9270,9169,9788,8564,8128,8140,7841,7799,7994,7630,7318,6967,7459,7853,5610,5724,5863,6262,38299,131679,68680,0.16830725967884064,0.18363404273986816,0.18744614720344543,0.21901355683803558,0.24159899353981018,0.06973776966333389,0.0686669871211052,0.06555335223674774,0.06508251279592514,0.06667730212211609,0.07068704813718796,0.07187934219837189,0.0703984722495079,0.06963144987821579,0.07433227449655533,0.06503694504499435,0.061725862324237823,0.0618169941008091,0.059546321630477905,0.059227362275123596,0.11639487743377686,0.11109493672847748,0.1065521240234375,0.10144146531820297,0.10860512405633926,0.11434187740087509,0.08168316632509232,0.0833430364727974,0.08536691963672638,0.09117647260427475,0.46061253547668457
