year,stname,fem15,fem16,fem17,fem18,fem19,fem20,fem21,fem22,fem23,fem24,fem25,fem26,fem27,fem28,fem29,fem30,fem31,fem32,fem33,fem34,fem35,fem36,fem37,fem38,fem39,fem40,fem41,fem42,fem43,fem44,fem1519,fem2034,fem3544,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819
2015,MD,38191,37473,37190,39050,36938,37322,38086,38732,39106,40974,41828,41068,42034,41933,41774,42364,41180,41814,41746,41917,42295,39600,38412,38210,37131,38077,36737,37979,40575,43422,188842,611878,392438,0.20223784446716309,0.1984357237815857,0.19693712890148163,0.2067866325378418,0.1956026703119278,0.06099582090973854,0.06224443390965462,0.06330019980669022,0.06391143053770065,0.06696432828903198,0.06836003065109253,0.06711795181035995,0.06869670003652573,0.06853163242340088,0.06827177852392197,0.06923602521419525,0.06730099767446518,0.06833714991807938,0.06822601705789566,0.06850548833608627,0.10777498781681061,0.10090766102075577,0.09788043051958084,0.09736569970846176,0.09461621940135956,0.09702679514884949,0.09361223876476288,0.09677707403898239,0.10339213162660599,0.11064677685499191,0.4023892879486084
2016,MD,37546,38228,37516,38431,36867,36518,37235,37616,39231,39633,41189,42040,41278,42132,42024,41854,42353,41165,41848,41834,41999,42297,39680,38265,38221,37049,38004,36745,37942,40509,188588,607950,390711,0.19909007847309113,0.20270642638206482,0.1989310085773468,0.203782856464386,0.19548964500427246,0.06006744131445885,0.06124681234359741,0.06187351047992706,0.06452997773885727,0.06519121676683426,0.06775064021348953,0.0691504254937172,0.06789702922105789,0.06930175423622131,0.06912410259246826,0.06884447485208511,0.06966526806354523,0.06771115958690643,0.06883461028337479,0.0688115805387497,0.10749377310276031,0.10825648903846741,0.10155843943357468,0.09793683886528015,0.09782422333955765,0.09482455998659134,0.09726882725954056,0.09404649585485458,0.09711013734340668,0.10368021577596664,0.39927250146865845
2017,MD,36565,37642,38280,38588,36300,36560,36475,36753,38379,39957,40028,41660,42492,41549,42147,42088,41895,42435,41347,42051,41994,42113,42491,39584,38360,38241,37116,37939,36705,37829,187375,605816,392372,0.1951434314250946,0.20089125633239746,0.20429620146751404,0.20593996345996857,0.19372914731502533,0.06034835800528526,0.060208048671483994,0.06066693365573883,0.06335091590881348,0.06595566868782043,0.06607286632061005,0.0687667578458786,0.07014010846614838,0.06858353316783905,0.0695706307888031,0.06947323679924011,0.06915465742349625,0.07004602253437042,0.06825009733438492,0.06941216439008713,0.10702598839998245,0.10732927173376083,0.10829263925552368,0.1008838564157486,0.09776436537504196,0.09746108204126358,0.09459390491247177,0.09669140726327896,0.09354642778635025,0.09641105681657791,0.3996691107749939
2018,MD,36834,36700,37692,39365,36431,35917,36444,36027,37365,38717,40144,40309,41920,42697,41646,42345,42042,42012,42556,41580,42187,41999,42105,42417,39545,38243,38203,37042,37870,36664,187022,601721,396275,0.19695009291172028,0.1962336003780365,0.20153778791427612,0.21048325300216675,0.19479526579380035,0.0596904531121254,0.06056627631187439,0.05987326428294182,0.062096886336803436,0.06434377282857895,0.066715307533741,0.06698951870203018,0.06966684013605118,0.07095813751220703,0.06921147555112839,0.07037314772605896,0.06986959278583527,0.06981973350048065,0.07072380930185318,0.06910179555416107,0.10645889490842819,0.10598447918891907,0.10625196993350983,0.10703930258750916,0.09979180991649628,0.09650621563196182,0.0964052751660347,0.09347549080848694,0.09556494653224945,0.09252160787582397,0.4052785038948059
2019,MD,37069,36780,36788,38744,37232,36046,35918,36155,36483,37870,39000,40232,40484,42100,42808,41832,42382,42130,42218,42452,41694,42167,42027,42047,42291,39389,38209,38185,36992,37708,186613,598110,400709,0.19864103198051453,0.19709238409996033,0.19713525474071503,0.20761683583259583,0.1995145082473755,0.06026650592684746,0.060052499175071716,0.060448747128248215,0.060997139662504196,0.06331611424684525,0.0652053952217102,0.06726521998643875,0.0676865428686142,0.07038839161396027,0.07157211750745773,0.06994031369686127,0.0708598718047142,0.07043854892253876,0.07058567553758621,0.07097691297531128,0.10405056923627853,0.10523097962141037,0.10488159954547882,0.10493151098489761,0.105540432035923,0.09829826653003693,0.09535348415374756,0.09529358893632889,0.09231636673212051,0.09410320222377777,0.4071313440799713
1980,ME,10201,10392,10740,10486,10825,10320,10038,9951,9655,9757,9563,9642,9465,8975,9405,9188,9160,9120,9483,6771,6880,7215,7381,6374,5964,5826,5669,5666,5522,5542,52644,140493,62039,0.1937732696533203,0.19740141928195953,0.20401185750961304,0.1991869956254959,0.2056264728307724,0.07345561683177948,0.07144840061664581,0.07082915306091309,0.06872228533029556,0.06944829970598221,0.06806744635105133,0.06862975656986237,0.06736990809440613,0.06388218700885773,0.06694283336400986,0.06539827585220337,0.06519898027181625,0.0649142637848854,0.06749802827835083,0.04819457232952118,0.1108979806303978,0.11629781126976013,0.11897354573011398,0.10274182260036469,0.09613307565450668,0.09390866756439209,0.09137800335884094,0.0913296490907669,0.08900852501392365,0.08933090418577194,0.4048134684562683
1981,ME,9652,10025,10645,10414,10712,10529,9988,9917,9701,10113,9495,9585,9474,9016,9435,9551,9152,9181,8809,9603,6847,7145,7046,7342,6454,6075,5688,5689,5674,5461,51448,143549,63421,0.18760690093040466,0.1948569416999817,0.2069079428911209,0.20241796970367432,0.20821022987365723,0.0733477771282196,0.06957902759313583,0.06908442080020905,0.0675797089934349,0.0704498142004013,0.066144660115242,0.06677162647247314,0.0659983679652214,0.06280782073736191,0.06572668254375458,0.06653477251529694,0.06375523656606674,0.06395725160837173,0.06136580556631088,0.06689701974391937,0.10796108841896057,0.11265984177589417,0.11109884828329086,0.11576607078313828,0.10176440328359604,0.09578846395015717,0.08968637883663177,0.08970215171575546,0.08946563303470612,0.08610712736845016,0.41062819957733154
1982,ME,9403,9455,10231,10294,10570,10344,10182,9896,9691,10187,9592,9489,9402,8990,9443,9709,9392,9059,8796,8852,9592,7079,7012,6960,7482,6483,5965,5717,5683,5638,49953,143024,67611,0.18823693692684174,0.18927791714668274,0.20481252670288086,0.20607371628284454,0.21159890294075012,0.0723235234618187,0.07119084894657135,0.06919118762016296,0.06775785982608795,0.07122580707073212,0.06706566363573074,0.06634550541639328,0.06573721766471863,0.06285658478736877,0.06602388620376587,0.06788371503353119,0.0656673014163971,0.06333901733160019,0.06150016933679581,0.06189171224832535,0.1418704092502594,0.10470189899206161,0.10371093451976776,0.10294182598590851,0.11066246777772903,0.09588676691055298,0.08822529017925262,0.08455725014209747,0.0840543732047081,0.0833887979388237,0.41767263412475586
1983,ME,9152,9240,9652,9884,10428,10288,10046,10151,9758,10242,9518,9684,9409,9033,9540,9874,9569,9305,8728,8876,8984,9956,7051,6956,7242,7491,6430,6035,5728,5700,48356,144021,71573,0.1892629712820053,0.19108280539512634,0.19960294663906097,0.2044006884098053,0.21565058827400208,0.07143402844667435,0.06975371390581131,0.0704827755689621,0.06775400787591934,0.07111462950706482,0.06608758121728897,0.06724019348621368,0.06533075124025345,0.06272002309560776,0.0662403404712677,0.0685594454407692,0.06644169986248016,0.064608633518219,0.06060227379202843,0.06162990257143974,0.1255221962928772,0.1391027271747589,0.09851480275392532,0.09718748927116394,0.10118340700864792,0.10466237366199493,0.08983834832906723,0.08431950956583023,0.0800301805138588,0.07963897287845612,0.4200512766838074
1984,ME,9311,9023,9436,9345,10020,10215,9936,9989,9986,10264,9464,9689,9726,9129,9679,10068,9796,9547,9082,8915,9160,9285,9984,6983,7315,7220,7508,6526,6066,5802,47135,145485,75849,0.19753898680210114,0.19142886996269226,0.2001909464597702,0.1982603222131729,0.21258088946342468,0.070213422179222107,0.06829570233821869,0.06865999847650528,0.068639375269413,0.07055022567510605,0.0650513768196106,0.06659793108701706,0.06685224920511246,0.0627487376332283,0.06652919203042984,0.06920301169157028,0.0673334002494812,0.06562188267707825,0.062425680458545685,0.06127779558300972,0.12076625972986221,0.12241426855325699,0.13162994384765625,0.0920644998550415,0.0964416116476059,0.09518912434577942,0.09898614138364792,0.08603936433792114,0.0799746885895729,0.07649409025907516,0.4108412265777588
1985,ME,9429,9126,9157,9088,9397,9822,9782,9836,9799,10452,9407,9649,9772,9464,9825,10113,9905,9679,9272,9214,9241,9374,9315,9780,7342,7194,7161,7519,6456,6076,46197,145991,79458,0.20410415530204773,0.19754528999328613,0.19821633398532867,0.19672273099422455,0.20341147482395172,0.06727811694145203,0.06700412929058075,0.06737401336431503,0.06712057441473007,0.07159345597028732,0.06443548202514648,0.06609311699867249,0.06693563610315323,0.06482591480016708,0.06729866564273834,0.06927139312028885,0.06784664839506149,0.06629860401153564,0.06351076066493988,0.06311348080635071,0.11630043387413025,0.11797427386045456,0.11723174154758453,0.12308389693498611,0.09240102022886276,0.0905383974313736,0.09012308716773987,0.09462860971689224,0.08125047385692596,0.0764680728316307,0.40013420581817627
1986,ME,9376,9264,9267,8826,9122,9294,9365,9656,9623,10221,9592,9647,9774,9546,10219,10150,9987,9824,9487,9444,9665,9379,9424,9039,10347,7183,7127,7138,7398,6463,45855,145829,83163,0.20447061955928802,0.20202812552452087,0.20209355652332306,0.192476287484169,0.19893141090869904,0.06373217701911926,0.06421905010938644,0.06621453911066055,0.06598825007677078,0.0700889378786087,0.06577567011117935,0.06615282595157623,0.06702370941638947,0.06546022742986679,0.07007522881031036,0.06960206478834152,0.06848432123661041,0.0673665702342987,0.06505564600229263,0.06476078182458878,0.11621754616498947,0.11277852207422256,0.11331962794065475,0.10869016498327255,0.12441831082105637,0.08637254685163498,0.0856991708278656,0.08583144098520279,0.08895783126354218,0.07771484553813934,0.39140769839286804
1987,ME,8534,9355,9529,9055,8936,9106,8830,9249,9464,10028,9554,9957,9901,9666,10433,10504,10115,10010,9770,9770,10019,9768,9487,9107,9665,10131,7158,7146,7046,7453,45409,146357,86980,0.18793630599975586,0.2060164213180542,0.20984826982021332,0.19940981268882751,0.1967891901731491,0.062217727303504944,0.060331929475069046,0.06319478899240494,0.06466380506753922,0.06851739436388016,0.06527873873710632,0.06803227961063385,0.06764964759349823,0.06604398787021637,0.07128459960222244,0.07176971435546875,0.06911183148622513,0.06839440762996674,0.06675457954406738,0.06675457954406738,0.1151873990893364,0.11230167746543884,0.10907105356454849,0.10470222681760788,0.11111749708652496,0.11647505313158035,0.0822947770357132,0.08215681463479996,0.08100713044404984,0.08568636327981949,0.39619898796081543
1988,ME,8048,8610,9696,9398,9215,8953,8636,8729,9103,9876,9603,9954,10271,9835,10637,10642,10590,10267,10106,10191,10374,10088,9920,9107,9792,9563,10203,7222,7077,7174,44967,147393,90520,0.1789756864309311,0.19147375226020813,0.21562479436397552,0.2089977115392685,0.20492805540561676,0.060742370784282684,0.058591656386852264,0.05922262370586395,0.061760056763887405,0.06700453907251358,0.06515234708786011,0.06753373891115189,0.06968444585800171,0.06672637164592743,0.07216760516166687,0.07220152765512466,0.07184872776269913,0.06965731084346771,0.0685649961233139,0.069141685962677,0.11460451036691666,0.11144498735666275,0.10958904027938843,0.10060760378837585,0.10817498713731766,0.10564516484737396,0.11271542310714722,0.07978347688913345,0.07818161696195602,0.07925320416688919,0.41392576694488525
1989,ME,7887,8172,8959,9576,9549,9090,8365,8462,8508,9372,9540,9865,10140,10076,10696,10715,10743,10750,10423,10565,10666,10368,10245,9451,9836,9707,9525,10132,7045,7123,44143,147310,94098,0.17866931855678558,0.18512561917304993,0.20295403897762299,0.21693134307861328,0.21631969511508942,0.061706606298685074,0.05678500980138779,0.05744348466396332,0.05775575339794159,0.06362093240022659,0.06476138532161713,0.06696762144565582,0.06883443146944046,0.06839997321367264,0.07260878384113312,0.07273776084184647,0.07292784005403519,0.07297535985708237,0.07075554877519608,0.07171950489282608,0.11334991455078125,0.1101830005645752,0.10887585580348969,0.10043784230947495,0.10452932119369507,0.10315840691328049,0.10122425854206085,0.1076749786734581,0.07486875355243683,0.07569767534732819,0.4332510232925415
1990,ME,7992,7818,8475,8875,9716,9363,8514,8138,8243,8714,9207,9690,10002,9866,10830,10900,10759,10978,10996,10922,10867,10599,10549,9739,10121,9909,9636,9510,9912,7192,42876,147122,98034,0.186397984623909,0.18233977258205414,0.19766302406787872,0.2069922536611557,0.22660696506500244,0.06364105641841888,0.05787033960223198,0.05531463772058487,0.0560283288359642,0.05922975391149521,0.06258071213960648,0.0658637061715126,0.06798439472913742,0.06705999374389648,0.07361237704753876,0.07408817112445831,0.07312978059053421,0.07461834698915482,0.0747406929731369,0.07423770427703857,0.1108492985367775,0.108115553855896,0.10760552436113358,0.09934308379888535,0.10323969274759293,0.10107717663049698,0.09829243272542953,0.09700716286897659,0.10110777616500854,0.0733623057603836,0.43359923362731934
1991,ME,7907,7907,8148,8334,9157,9409,8914,8162,7931,8271,8407,9017,9533,9313,10652,10628,10533,10865,10971,11358,10792,10675,10748,9925,10713,9801,9659,9511,9409,10276,41453,143964,101509,0.19074614346027374,0.19074614346027374,0.19655996561050415,0.20104697346687317,0.2209007740020752,0.06535661965608597,0.06191825866699219,0.05669472739100456,0.05509016290307045,0.05745186284184456,0.05839654430747032,0.06263371556997299,0.06621794402599335,0.06468978524208069,0.07399071753025055,0.07382401078939438,0.07316412776708603,0.07547025382518768,0.07620655000209808,0.0788947269320488,0.10631569474935532,0.1051630899310112,0.10588223487138748,0.09777458012104034,0.10553743690252304,0.0965530127286911,0.09515412151813507,0.09369612485170364,0.09269128739833832,0.10123240202665329,0.42194774746894836
1992,ME,8159,7804,8142,8008,8497,8777,8957,8489,7919,7931,7979,8218,8869,8933,9953,10531,10286,10709,10837,11256,11240,10588,10780,10122,10814,10395,9521,9560,9384,9720,40610,139644,102124,0.20091110467910767,0.1921694129705429,0.2004924863576889,0.19719280302524567,0.20923417806625366,0.06285268068313599,0.06414167582988739,0.0607902966439724,0.05670848861336708,0.0567944198846817,0.05713815242052078,0.058849647641181946,0.06351149827241898,0.06396980583667755,0.07127409428358078,0.07541318982839584,0.07365873456001282,0.07668786495923996,0.07760448008775711,0.08060497045516968,0.11006227880716324,0.10367788374423981,0.10555794835090637,0.0991147980093956,0.10589087754487991,0.10178802162408829,0.09322980046272278,0.0936116874217987,0.09188829362392426,0.09517841041088104,0.40642696619033813
1993,ME,8313,8063,8018,8034,8118,8138,8431,8537,8232,7943,7705,7848,8154,8420,9520,9968,10263,10586,10722,11112,11252,11075,10723,10240,10985,10569,10110,9493,9454,9715,40546,135579,103616,0.20502638816833496,0.1988605558872223,0.19775070250034332,0.1981453150510788,0.20021703839302063,0.060024045407772064,0.062185145914554596,0.0629669800400734,0.06071736663579941,0.058585770428180695,0.05683033540844917,0.0578850694000721,0.06014205887913704,0.062104012817144394,0.07021736353635788,0.07352171093225479,0.07569756358861923,0.0780799388885498,0.07908304035663605,0.08195959776639938,0.10859327018260956,0.10688503831624985,0.10348787903785706,0.09882643818855286,0.10601644217967987,0.1020016223192215,0.09757180511951447,0.09161712229251862,0.09124073386192322,0.09375964850187302,0.39836233854293823
1994,ME,8535,8242,8226,7889,8043,7704,7818,7978,8207,8208,7704,7565,7778,7786,8868,9582,9721,10615,10579,10908,11144,11070,11190,10190,11004,10757,10248,10109,9370,9752,40935,131021,104834,0.20850127935409546,0.2013435959815979,0.20095272362232208,0.19272015988826752,0.19648222625255585,0.05879973620176315,0.059669822454452515,0.06089100241661072,0.06263881176710129,0.06264644861221313,0.05879973620176315,0.057738836854696274,0.05936453118920326,0.05942558869719505,0.06768380850553513,0.07313331216573715,0.07419421523809433,0.08101754635572433,0.08074278384447098,0.08325383067131042,0.10630138963460922,0.10559551417827606,0.10674017667770386,0.09720128774642944,0.1049659475684166,0.10260984301567078,0.09775454550981522,0.09642864018678665,0.08937940001487732,0.09302325546741486,0.38920238614082336
1995,ME,8724,8429,8339,8108,7834,7577,7437,7384,7663,8198,8012,7584,7532,7518,8165,9039,9391,10179,10644,10738,11029,10988,11191,10691,10911,10839,10430,10318,9985,9666,41434,127061,106048,0.21055172383785248,0.20343196392059326,0.20125983655452728,0.19568470120429993,0.18907177448272705,0.05963277444243431,0.05853094160556793,0.05811382085084915,0.06030961498618126,0.06452018767595291,0.0630563274025917,0.059687867760658264,0.059278614819049835,0.05916843190789223,0.06426047533750534,0.07113905996084213,0.07390937954187393,0.08011113107204437,0.08377078920602798,0.08451058715581894,0.10400007665157318,0.1036134585738182,0.10552768409252167,0.10081283748149872,0.10288736969232559,0.10220843553543091,0.09835168719291687,0.09729556739330292,0.09415547549724579,0.09114740788936615,0.384756475687027
1996,ME,8646,8649,8524,8258,8004,7371,7373,7029,7101,7669,8060,7935,7622,7376,7853,8430,8929,9955,10222,10793,10960,10919,11142,10775,11399,10824,10538,10584,10204,10320,42081,123718,107665,0.20546089112758636,0.20553219318389893,0.20256172120571136,0.1962405890226364,0.19020460546016693,0.059579040855169296,0.05959520861506462,0.05681469291448593,0.05739666149020195,0.0619877465069294,0.06514815986156464,0.06413779407739639,0.06160784885287285,0.05961945652961731,0.06347499787807465,0.06813883036375046,0.07217219471931458,0.08046524971723557,0.08262338489294052,0.08723872154951096,0.10179723799228668,0.10141643136739731,0.10348767042160034,0.10007894784212112,0.10587470233440399,0.10053406655788422,0.09787767380475998,0.09830492734909058,0.09477546066045761,0.09585287421941757,0.38644519448280334
1997,ME,8900,8555,8733,8449,8081,7479,7199,6949,6748,7112,7584,7987,7996,7522,7655,8189,8368,9566,10043,10347,11088,10876,11069,10769,11407,11360,10517,10748,10475,10554,42718,120744,108863,0.20834308862686157,0.20026686787605286,0.20443372428417206,0.19778548181056976,0.18917083740234375,0.06194096431136131,0.059622008353471756,0.057551514357328415,0.05588683485984802,0.058901477605104446,0.06281057745218277,0.06614821404218674,0.06622274965047836,0.062297090888023376,0.06339859217405319,0.06782117486000061,0.06930365413427353,0.07922546565532684,0.08317597210407257,0.08569370210170746,0.10185278952121735,0.09990538656711578,0.1016782596707344,0.098922498524189,0.1047830730676651,0.10435134172439575,0.09660766273736954,0.09872959554195404,0.09622185677289963,0.09694753587245941,0.3869563341140747
1998,ME,9005,8888,8600,8612,8146,7466,7289,6750,6635,6712,7023,7490,8032,7919,7703,8036,8113,9001,9589,10045,10637,10952,10955,10676,11277,11379,10968,10724,10570,10747,43251,117803,108885,0.2082032859325409,0.20549814403057098,0.19883933663368225,0.1991167813539505,0.18834246695041656,0.06337699294090271,0.06187448650598526,0.05729905143380165,0.056322842836380005,0.056976478546857834,0.05961648002266884,0.063580721616745,0.06818162649869919,0.06722239404916763,0.06538882851600647,0.06821557879447937,0.0688692107796669,0.07640722393989563,0.081398606300354,0.08526947349309921,0.09769022464752197,0.10058318078517914,0.10061073303222656,0.09804839640855789,0.10356798768043518,0.10450474917888641,0.10073012858629227,0.09848923236131668,0.09707489609718323,0.09870046377182007,0.38745924830436707
1999,ME,8891,8917,8863,8520,8260,7513,7330,6823,6434,6614,6687,6956,7596,8067,8084,8199,8023,8863,9079,9629,10443,10575,11078,10663,11149,11341,11005,11285,10578,10894,43451,115897,109011,0.2046213001012802,0.20521967113018036,0.20397689938545227,0.1960829496383667,0.19009919464588165,0.06482480466365814,0.06324581056833267,0.05887123942375183,0.05551480874419212,0.05706791207194328,0.057697784155607224,0.060018811374902725,0.06554095447063446,0.06960491091012955,0.06975159049034119,0.0707438513636589,0.0692252591252327,0.07647307217121124,0.07833679765462875,0.08308239281177521,0.09579767286777496,0.09700855612754822,0.10162277519702911,0.09781581908464432,0.1022740826010704,0.10403537005186081,0.1009531170129776,0.10352165997028351,0.09703607857227325,0.09993486851453781,0.38618212938308716
2000,ME,9089,8923,8918,8694,8124,7598,7459,6952,6537,6443,6615,6722,7055,7649,8177,8574,8282,8792,8946,9060,9982,10413,10762,10776,11181,11189,11099,11350,11138,10950,43748,114861,108840,0.2077580690383911,0.20396360754966736,0.20384931564331055,0.19872908294200897,0.185699924826622,0.0661495178937912,0.06493936479091644,0.060525331646203995,0.056912269443273544,0.056093886494636536,0.05759134888648987,0.05852290987968445,0.061422064900398254,0.06659353524446487,0.07119039446115494,0.07464674860239029,0.0721045434474945,0.07654469460248947,0.07788544148206711,0.07887794822454453,0.09171260893344879,0.09567254781723022,0.09887909144163132,0.09900771826505661,0.10272877663373947,0.10280227661132813,0.10197537392377853,0.10428151488304138,0.10233370214700699,0.10060639679431915,0.384429007768631
2001,ME,9126,9180,8980,8768,8627,7747,7350,7187,6872,6550,6654,6645,6753,7067,7705,8328,8660,8316,8863,9068,9210,10055,10534,10899,10826,11280,11329,11145,11450,11122,44681,113765,107850,0.20424789190292358,0.2054564505815506,0.2009802758693695,0.1962355375289917,0.19307982921600342,0.06809651106595993,0.06460686773061752,0.06317408382892609,0.060405220836400986,0.05757482349872589,0.05848899111151695,0.058409880846738815,0.05935920402407646,0.06211928278207779,0.06772733479738235,0.07320353388786316,0.07612182945013046,0.07309805601835251,0.07790621370077133,0.07970817387104034,0.08539638668298721,0.09323134273290634,0.09767269343137741,0.1010570228099823,0.10038015991449356,0.10458970814943314,0.10504404455423355,0.10333796590566635,0.10616596788167953,0.1031247079372406,0.3893153667449951
2002,ME,9082,9247,9235,8834,8715,8302,7513,7047,7113,6922,6826,6743,6760,6864,7209,7869,8433,8827,8414,8940,9226,9292,10161,10673,10914,10911,11351,11377,11209,11443,45113,113782,106557,0.201316699385643,0.20497417449951172,0.20470817387104034,0.19581939280033112,0.19318155944347382,0.07296408712863922,0.06602977961301804,0.061934225261211395,0.0625142827630043,0.06083563342690468,0.05999191477894783,0.05926245078444481,0.05941185727715492,0.06032588705420494,0.06335800141096115,0.06915856897830963,0.07411541044712067,0.07757817208766937,0.07394842803478241,0.07857130467891693,0.08658276498317719,0.08720215409994125,0.09535741806030273,0.10016235709190369,0.10242405533790588,0.10239589959383011,0.10652514547109604,0.1067691445350647,0.10519252717494965,0.10738853365182877,0.38900095224380493
2003,ME,9133,9218,9304,9099,8734,8354,8131,7246,6883,7164,7125,6879,6893,6826,6944,7392,7943,8590,8833,8493,9163,9322,9392,10341,10696,11003,11054,11348,11475,11232,45488,113696,105026,0.20077823102474213,0.20264685153961182,0.20453746616840363,0.20003077387809753,0.1920066773891449,0.073476642370224,0.0715152695775032,0.0637313574552536,0.060538630932569504,0.06301013380289078,0.0626671090722084,0.06050344929099083,0.06062658131122589,0.060037292540073395,0.06107514724135399,0.06501547992229462,0.06986173987388611,0.07555235177278519,0.07768962532281876,0.07469920068979263,0.08724506199359894,0.08875897526741028,0.0894254744052887,0.0984613299369812,0.10184144973754883,0.10476453602313995,0.10525012761354446,0.1080494374036789,0.10925865918397903,0.10694494843482971,0.39203745126724243
2004,ME,9065,9284,9256,9081,8862,8259,8134,7825,7150,6925,7378,7154,6909,6962,6901,7012,7421,8099,8605,8957,8689,9171,9390,9585,10330,10737,11118,11022,11379,11441,45548,113691,102862,0.19902081787586212,0.20382893085479736,0.20321419835090637,0.1993720978498459,0.19456396996974945,0.07264427095651627,0.07154480367898941,0.06882690638303757,0.06288976222276688,0.06091071292757988,0.06489519774913788,0.06292494386434555,0.060769982635974884,0.06123615801334381,0.06069961562752724,0.06167594715952873,0.06527341902256012,0.07123694568872452,0.07568760961294174,0.07878372073173523,0.0844724029302597,0.08915828913450241,0.09128735959529877,0.09318310022354126,0.10042580962181091,0.10438256710767746,0.10808656364679337,0.1071532741189003,0.11062394082546234,0.11122669279575348,0.39393606781959534
2005,ME,9321,9177,9299,9003,8851,8551,8060,7748,7718,7133,6965,7415,7246,6917,7057,7032,7012,7570,8154,8668,9206,8708,9174,9515,9549,10342,10805,11097,11081,11336,45651,113246,100813,0.2041795402765274,0.20102517306804657,0.20369762182235718,0.19721364974975586,0.19388402998447418,0.07550818473100662,0.07117249071598053,0.06841742992401123,0.068152517080307,0.06298676878213882,0.061503276228904724,0.0654769241809845,0.06398460268974304,0.061079420149326324,0.06231566518545151,0.06209490820765495,0.06191830337047577,0.06684562563896179,0.07200254499912262,0.07654133439064026,0.09131758660078049,0.08637774735689163,0.09100016951560974,0.09438266605138779,0.09471992403268814,0.10258597880601883,0.10717863589525223,0.11007508635520935,0.10991638153791428,0.11244581639766693,0.39109766483306885
2006,ME,9077,9455,9179,9018,8785,8528,8308,7582,7516,7554,7271,6979,7402,7206,6970,7164,6981,7187,7643,8203,8879,9180,8714,9343,9492,9566,10448,10746,11140,11009,45514,112494,98517,0.19943314790725708,0.20773828029632568,0.2016742080450058,0.1981368362903595,0.19301752746105194,0.07580848783254623,0.07385282963514328,0.06739915162324905,0.06681245565414429,0.06715025007724762,0.06463456153869629,0.06203886494040489,0.06579906493425369,0.06405674666166306,0.061958860605955124,0.0636833980679512,0.06205664202570915,0.06388784945011139,0.06794140487909317,0.07291944324970245,0.09012657403945923,0.09318188577890396,0.08845173567533493,0.09483642131090164,0.0963488519191742,0.09709998965263367,0.10605276376008987,0.10907761752605438,0.11307693272829056,0.11174721270799637,0.39115434885025024
2007,ME,8759,9234,9421,8913,8671,8363,8300,7824,7369,7287,7653,7217,7020,7406,7284,7038,7113,7148,7215,7713,8478,8867,9170,8845,9296,9450,9680,10394,10739,11051,44998,111950,95970,0.19465309381484985,0.20520912110805511,0.2093648612499237,0.19807547330856323,0.1926974505186081,0.07470299303531647,0.07414024323225021,0.06988834589719772,0.06582403182983398,0.0650915578007698,0.06836087256669998,0.06446628272533417,0.06270656734704971,0.06615453213453293,0.06506475806236267,0.06286735087633133,0.06353729218244553,0.06384993344545364,0.06444841623306274,0.0688968300819397,0.08834010362625122,0.09239345788955688,0.09555069357156754,0.09216421842575073,0.09686360508203506,0.09846827387809753,0.10086484998464584,0.10830467939376831,0.11189955472946167,0.1151505708694458,0.3907729387283325
2008,ME,8619,8948,9211,9202,8704,8406,8169,7769,7641,7231,7348,7574,7277,7065,7479,7399,6933,7267,7127,7267,7956,8403,8847,9340,8761,9242,9600,9651,10417,10669,44684,111952,92886,0.1928878277540207,0.20025065541267395,0.20613642036914825,0.2059350162744522,0.1947900801897049,0.07508575171232224,0.07296877354383469,0.06939581036567688,0.06825246661901474,0.06459017843008041,0.06563527137041092,0.06765399128198624,0.06500107049942017,0.06310740113258362,0.0668054148554802,0.06609082221984863,0.06192832812666893,0.06491174548864365,0.06366121023893356,0.06491174548864365,0.0856533795595169,0.0904657319188118,0.09524578601121902,0.10055336356163025,0.0943199172616005,0.09949830919504166,0.10335249453783035,0.10390155762434006,0.1121482253074646,0.11486122757196426,0.4007250964641571
2009,ME,8050,8767,8953,8954,8951,8367,8147,7645,7561,7451,7200,7232,7612,7255,7134,7544,7251,7086,7239,7144,7541,7857,8364,9053,9255,8705,9390,9499,9618,10285,43675,111868,89567,0.18431596457958221,0.20073267817497253,0.204991415143013,0.20501430332660675,0.2049456238746643,0.0747935101389885,0.07282689958810806,0.06833947449922562,0.06758859008550644,0.06660528481006622,0.064361572265625,0.0646476224064827,0.06804448366165161,0.06485322117805481,0.06377159059047699,0.06743662059307098,0.06481746584177017,0.06334251165390015,0.06471019238233566,0.06386098265647888,0.08419395238161087,0.0877220407128334,0.09338260442018509,0.1010751724243164,0.10333047062158585,0.09718981385231018,0.10483771562576294,0.10605468600988388,0.10738330334424973,0.11483024060726166,0.40995991230010986
