year,stname,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544
2001,MN,1086587,37511,37907,36453,36564,38590,34738,34298,32389,31013,30822,30665,30836,29735,29928,32416,35546,35782,35149,34042,34866,36394,38548,39874,41618,41775,42794,42818,41614,41428,40474,187025,163260,328965,492225,407337,0,159574,136576,277029,413605,369345,369345,8936,8858,17084,25942,13992,0,6675,7677,14309,21986,8934,0,11840,10149,20543,30692,15066,0,0.20056676864624023,0.20268413424491882,0.19490976631641388,0.19550327956676483,0.20633605122566223,0.07057341933250427,0.06967951357364655,0.0658012107014656,0.06300573796033859,0.0626177042722702,0.062298744916915894,0.06264615058898926,0.060409367084503174,0.06080146133899689,0.06585606187582016,0.07221493870019913,0.07269439846277237,0.07140839844942093,0.06915942579507828,0.07083345949649811,0.08934617042541504,0.09463417530059814,0.09788946062326431,0.102170929312706,0.10255636274814606,0.1050579771399498,0.10511689633131027,0.10216110944747925,0.10170448571443558,0.09936244785785675,0.40183931589126587,899562,942524,48870,37595
2002,MN,1084036,36826,37770,38127,36136,37829,37732,34299,34071,31991,31063,31227,30911,30946,29734,30480,32650,35608,36154,35029,33967,35013,36403,38444,39876,41569,41812,42759,42709,41461,41440,186688,169156,326706,495862,401486,0,158152,140858,271884,412742,361557,361557,9447,9389,17860,27249,14636,0,6968,8064,15415,23479,9679,0,12121,10845,21547,32392,15614,0,0.19725960493087769,0.20231616497039795,0.2042284458875656,0.19356359541416168,0.20263220369815826,0.07609374821186066,0.06917045265436172,0.06871064752340317,0.06451593339443207,0.06264444440603256,0.06297518312931061,0.062337908893823624,0.06240849196910858,0.059964265674352646,0.06146871671080589,0.06584493070840836,0.07181030511856079,0.07291141152381897,0.0706426352262497,0.06850091367959976,0.08720851689577103,0.09067066013813019,0.09575427323579788,0.09932102262973785,0.10353785753250122,0.10414310544729233,0.10650184750556946,0.10637731105089188,0.10326885432004929,0.10321655124425888,0.39619579911231995,897348,932451,51332,40126
2003,MN,1079356,37038,36981,37840,37725,37045,36703,37436,34083,33471,31887,31496,31262,31111,30879,30497,30763,32640,35916,35839,34931,34138,34981,36261,38495,39863,41605,41764,42637,42530,41539,186629,173580,325334,498914,393813,0,157043,143836,268083,411919,351793,351793,10050,9837,18610,28447,15177,0,7247,8284,16463,24747,10542,0,12289,11623,22178,33801,16301,0,0.19845789670944214,0.19815248250961304,0.20275519788265228,0.2021390050649643,0.19849541783332825,0.07356578856706619,0.0750349760055542,0.06831438094377518,0.06708771735429764,0.06391281634569168,0.06312911957502365,0.0626600980758667,0.06235744059085846,0.06189243122935295,0.061126768589019775,0.06165992468595505,0.06542209535837173,0.07198835909366608,0.0718340203166008,0.07001406699419022,0.08668581396341324,0.08882642537355423,0.09207669645547867,0.09774944186210632,0.1012231707572937,0.10564658790826797,0.10605033487081528,0.10826712101697922,0.1079954206943512,0.10547899454832077,0.40063440799713135,892727,920755,53674,42536
2004,MN,1074722,37577,37175,37021,37390,37986,35996,36175,37459,33452,33328,32571,31519,31481,30874,31976,30729,30769,32980,35478,35796,35179,34191,34859,36243,38432,39892,41663,41613,42345,42573,187149,176410,324173,500583,386990,0,156308,145668,264504,410172,342833,342833,10691,10093,19396,29489,15903,0,7558,8385,17396,25781,11326,0,12592,12264,22877,35141,16928,0,0.2007865458726883,0.19863851368427277,0.1978156417608261,0.19978733360767365,0.20297196507453918,0.07190815359354019,0.07226573675870895,0.07483074814081192,0.06682608276605606,0.06657837331295013,0.0650661364197731,0.06296458095312119,0.06288867443799973,0.061676084995269775,0.06387751549482346,0.06138642504811287,0.06146632879972458,0.06588318198919296,0.07087336480617523,0.07150862365961075,0.09090416133403778,0.08835112303495407,0.09007726609706879,0.09365358203649521,0.09931006282567978,0.10308276861906052,0.10765910893678665,0.1075299084186554,0.10942143201828003,0.11001059412956238,0.402759313583374,887573,909313,56083,44665
2005,MN,1069949,38409,37768,37188,36544,37235,36889,35594,35977,37305,33574,34013,32684,31619,31221,32244,32319,30628,31115,32415,35370,36060,35126,33942,34845,36192,38503,39810,41487,41369,42504,187144,179339,323628,502967,379838,0,154930,147705,261645,409350,333591,333591,11353,10505,20080,30585,16552,0,7957,8395,18352,26747,12143,0,12904,12734,23551,36285,17552,0,0.20523767173290253,0.2018125057220459,0.1987132877111435,0.19527208805084229,0.1989644318819046,0.07334278523921967,0.07076806575059891,0.07152954488992691,0.07416987419128418,0.06675189733505249,0.06762471795082092,0.06498239189386368,0.06286495923995972,0.06207365542650223,0.06410758197307587,0.0642566978931427,0.06089464947581291,0.06186290457844734,0.0644475668668747,0.07032270729541779,0.09493520855903625,0.0924762636423111,0.08935914933681488,0.09173648059368134,0.09528272598981857,0.10136689990758896,0.10480783879756927,0.1092228814959526,0.10891222208738327,0.11190033704042435,0.3942365050315857,882805,897871,58490,46847
2006,MN,1065989,37209,38695,37886,36679,36108,36252,36739,35377,35503,37774,34503,34322,32955,31377,32865,32651,32207,31106,30558,32251,35906,36150,34937,33943,34795,36311,38497,39659,41222,41552,186577,181645,324795,506440,372972,0,152935,148690,260087,408777,324361,324361,12099,11080,21006,32086,17314,0,8625,8649,19196,27845,13007,0,12918,13226,24506,37732,18290,0,0.1994297206401825,0.20739427208900452,0.20305825769901276,0.19658908247947693,0.1935286819934845,0.07158202677965164,0.07254363596439362,0.06985427439212799,0.07010307163000107,0.07458731532096863,0.06812850385904312,0.06777110695838928,0.06507187336683273,0.0619560070335865,0.0648941621184349,0.06447160243988037,0.06359490007162094,0.061420898884534836,0.060338836163282394,0.06368178129196167,0.09626995772123337,0.09692416340112686,0.09367191046476364,0.09100683033466339,0.09329118579626083,0.09735583513975143,0.10321686416864395,0.10633237659931183,0.1105230450630188,0.1114078238606453,0.3901177644729614,879412,886073,61499,49477
2007,MN,1062063,36709,37398,38766,37189,35926,35249,35944,36547,35198,35755,38870,34941,34617,32641,33347,33203,32447,32796,30315,30453,32716,35931,35934,34972,33911,34849,36389,38311,39360,41379,185988,178693,333630,512323,363752,0,150846,145058,266142,411200,312788,312788,13005,11516,21871,33387,17936,0,9033,8790,20077,28867,13849,0,13104,13329,25540,38869,19179,0,0.1973729431629181,0.20107749104499817,0.20843280851840973,0.19995376467704773,0.19316299259662628,0.06880229711532593,0.07015886157751083,0.07133585959672928,0.06870274990797043,0.06978995352983475,0.0758701041340828,0.06820111721754074,0.06756870448589325,0.06371176242828369,0.06508979946374893,0.06480872631072998,0.06333309412002563,0.06401430070400238,0.0591716542840004,0.059441015124320984,0.0899403989315033,0.09877883642911911,0.0987870842218399,0.09614242613315582,0.09322560578584671,0.09580428153276443,0.10003793984651566,0.10532175749540329,0.10820559412240982,0.11375607550144196,0.3931167721748352,876075,874834,64328,51749
2008,MN,1056396,36091,36871,37425,38101,36080,35073,35087,35726,36321,35276,36364,39302,35068,34089,34927,33610,33041,33100,31792,30207,31028,32706,35608,35868,34866,33993,34934,36250,38006,39586,184568,177483,341500,518983,352845,0,148149,142946,271801,414747,299800,299800,13485,12048,22677,34725,18461,0,9705,9050,20706,29756,14692,0,13229,13439,26316,39755,19892,0,0.195543110370636,0.19976918399333954,0.20277079939842224,0.20643340051174164,0.1954835057258606,0.06758024543523788,0.06760722398757935,0.06883847713470459,0.06998495012521744,0.06797140091657639,0.07006780803203583,0.0757288783788681,0.06757061183452606,0.0656842291355133,0.06729892641305923,0.06476127356290817,0.06366489827632904,0.0637785792350769,0.06125826761126518,0.05820421874523163,0.087936632335186,0.09269225597381592,0.10091683268547058,0.10165370255708694,0.09881392866373062,0.09633975476026535,0.09900664538145065,0.10273633152246475,0.10771302133798599,0.11219090223312378,0.40191692113876343,871828,862696,66671,54153
2009,MN,1050519,35426,36218,36922,36689,36464,35134,34823,34678,35337,36444,36085,36493,39477,34446,36700,35240,33182,33558,31983,31626,30717,31041,32353,35626,35765,35048,33990,34808,35949,38297,181719,176416,348790,525206,343594,0,144667,140719,276917,417636,288450,288450,13628,12533,23532,36065,18968,0,10212,9403,21275,30678,15610,0,13212,13761,27066,40827,20566,0,0.19494934380054474,0.19930772483348846,0.20318183302879333,0.20189963281154633,0.20066146552562714,0.06689565628767014,0.06630350649356842,0.06602742522954941,0.06728217005729675,0.06938991695642471,0.06870637089014053,0.0694832131266594,0.075164794921875,0.06558569520711899,0.06987734138965607,0.0670974850654602,0.06317901611328125,0.06389492750167847,0.06089610606431961,0.06021637097001076,0.08939911425113678,0.09034208953380585,0.0941605493426323,0.10368632525205612,0.10409087687730789,0.10200411081314087,0.0989248976111412,0.10130561143159866,0.10462638735771179,0.11146003752946854,0.40256109833717346,868800,850753,68661,56500
2010,MN,1045049,35138,35680,36258,36302,36208,35557,34768,34466,34116,35336,36807,36230,36962,37516,37404,37028,34805,33707,32668,31462,32115,30661,30799,32487,35336,36041,34736,33985,34581,35890,179586,174243,354589,528832,336631,0,141858,137397,280976,418373,279317,279317,13760,13033,24384,37417,19522,0,10738,9726,21611,31337,16354,0,13230,14087,27618,41705,21438,0,0.19566112756729126,0.19867917895317078,0.20189769566059113,0.20214270055294037,0.20161928236484528,0.06723685562610626,0.06574488431215286,0.06517381966114044,0.0645119845867157,0.0668189525604248,0.06960055232048035,0.06850946694612503,0.06989365071058273,0.0709412470459938,0.07072945684194565,0.0700184553861618,0.06581485271453857,0.06373857706785202,0.0617738701403141,0.059493374079465866,0.09540119767189026,0.09108192473649979,0.09149187058210373,0.0965062603354454,0.10496953874826431,0.10706381499767303,0.10318716615438461,0.10095623880624771,0.10272672772407532,0.10661525279283524,0.40376198291778564,865463,839548,70699,58429
2011,MN,1045239,34538,35259,35734,36160,37792,35820,35122,34752,33502,34048,35705,37068,36462,37241,37806,37565,37206,34811,33793,32770,31535,32148,30671,30786,32473,35354,35986,34616,33938,34578,179483,173244,360427,533671,332085,0,141541,135157,284635,419792,272894,272894,13890,13606,25243,38849,19934,0,10983,9779,21525,31304,17062,0,13069,14702,29024,43726,22195,0,0.19243048131465912,0.19644758105278015,0.19909407198429108,0.20146754384040833,0.21056033670902252,0.0671200081706047,0.06581208109855652,0.06511877477169037,0.06277650594711304,0.06379960477352142,0.06690451502799988,0.06945852190256119,0.06832299381494522,0.06978269666433334,0.07084140181541443,0.07038980722427368,0.06971710920333862,0.06522932648658752,0.0633217841386795,0.06140487268567085,0.09496062994003296,0.09680654108524323,0.09235888719558716,0.09270518273115158,0.09778520464897156,0.10646069794893265,0.10836382210254669,0.10423837602138519,0.10219672322273254,0.10412394255399704,0.41202789545059204,865756,834227,72673,59349
2012,MN,1045191,34489,34591,35304,35590,37325,37310,35207,35083,33725,33387,34392,35947,37339,36719,37519,37878,37633,37248,34919,33832,32802,31464,32142,30680,30678,32461,35196,35880,34551,33900,177299,174712,363426,538138,329754,0,139166,135381,285630,421011,268648,268648,13900,14176,26014,40190,20441,0,11268,10022,21483,31505,17725,0,12965,15133,30299,45432,22940,0,0.19452449679374695,0.19509980082511902,0.19912125170230865,0.20073434710502625,0.21052008867263794,0.06933166086673737,0.06542374193668365,0.06519331783056259,0.0626697987318039,0.06204170733690262,0.06390925496816635,0.0667988508939743,0.06938555091619492,0.0682334303855896,0.06972003728151321,0.07038714736700058,0.06993187963962555,0.06921644508838654,0.06488855928182602,0.062868632376194,0.09947415441274643,0.0954165831208229,0.0974726602435112,0.09303905069828033,0.09303298592567444,0.09844005107879639,0.10673411190509796,0.10880838334560394,0.10477811098098755,0.10280390828847885,0.4112544357776642,867892,828825,74531,60498
2013,MN,1048393,34491,34608,34721,34937,36472,36913,36893,35272,34303,33787,34112,35007,36401,37591,37104,37626,38202,37757,37437,34976,33937,32814,31505,32141,30754,30668,32516,35068,35854,34526,175229,177168,366213,543381,329783,0,136473,136603,286034,422637,266628,266628,13940,14709,27063,41772,21151,0,11716,10536,21571,32107,18335,0,13100,15320,31545,46865,23669,0,0.19683386385440826,0.1975015550851822,0.19814643263816833,0.199379101395607,0.2081390619277954,0.06793207675218582,0.06789527088403702,0.0649120956659317,0.06312881410121918,0.06217920780181885,0.0627773180603981,0.06442441046237946,0.06698983162641525,0.06917981803417206,0.0682835802435875,0.06924422830343246,0.0703042596578598,0.06948531419038773,0.06889641284942627,0.06436736136674881,0.10290706157684326,0.09950179606676102,0.09553251415491104,0.09746105968952179,0.09325525909662247,0.09299448132514954,0.0985981673002243,0.10633659362792969,0.10871997475624084,0.10469308495521545,0.4075181484222412,873164,825738,76863,62158
2014,MN,1051269,34617,34631,34819,34528,36079,36408,36727,37169,34331,34309,34263,34503,35370,36799,37949,37283,37711,38266,37979,37620,35061,33897,32729,31453,32165,30615,30655,32419,35080,35834,174674,178944,367743,546687,329908,0,134854,137396,284755,422151,264812,264812,14261,15121,28218,43339,21941,0,12239,11019,21722,32741,18783,0,13320,15408,33048,48456,24372,0,0.19818061590194702,0.19826075434684753,0.19933705031871796,0.1976710855960846,0.2065504938364029,0.06659752130508423,0.06718103587627411,0.0679895430803299,0.06279827654361725,0.06275802850723267,0.0626738891005516,0.06311289966106415,0.06469881534576416,0.06731273978948593,0.06941632181406021,0.0681980699300766,0.06898096948862076,0.069996178150177,0.06947119534015656,0.06881451606750488,0.10627508163452148,0.10274682939052582,0.09920644760131836,0.09533870220184326,0.0974968746304512,0.09279859811067581,0.09291984140872955,0.09826678782701492,0.1063326746225357,0.10861816257238388,0.4042215943336487,876595,821817,79541,63763
2015,MN,1051835,35068,34791,34821,34381,35293,35976,36136,36877,36167,34161,34793,34753,34847,35768,37124,38179,37382,37692,38390,38132,37689,34978,33864,32661,31418,32128,30471,30522,32338,35035,174354,179317,367060,546377,331104,0,133313,137334,281476,418810,263976,263976,14780,15319,29425,44744,22654,0,12693,11499,21812,33311,19274,0,13568,15165,34347,49512,25200,0,0.20113103091716766,0.1995423138141632,0.19971437752246857,0.1971907764673233,0.20242151618003845,0.06584464758634567,0.06613748520612717,0.06749369204044342,0.06619422137737274,0.0625227615237236,0.06367947161197662,0.06360626220703125,0.06377830356359482,0.06546395272016525,0.06794575601816177,0.06987666338682175,0.06841795891523361,0.06898533552885056,0.0702628418803215,0.06979063898324966,0.11382828652858734,0.10564052313566208,0.1022760197520256,0.09864272177219391,0.0948886126279831,0.09703295677900314,0.09202848374843597,0.09218251705169678,0.09766719490289688,0.1058126762509346,0.39961230754852295,877481,816099,82178,65278
2016,MN,1055726,35131,35318,34877,34293,35207,35241,35826,36429,36137,36288,34744,35181,35259,35450,36239,37460,38380,37685,37915,38560,38241,37649,35075,33829,32683,31476,32038,30348,30490,32277,174826,179921,366873,546794,334106,0,132074,137234,278611,415845,264489,264489,15672,15569,30943,46512,23711,0,13339,11909,21857,33766,19752,0,13741,15209,35462,50671,26154,0,0.20094837248325348,0.20201800763607025,0.19949549436569214,0.19615504145622253,0.2013830840587616,0.0644502341747284,0.06552010774612427,0.06662289798259735,0.06608887761831284,0.06636502593755722,0.06354130059480667,0.0643405020236969,0.0644831508398056,0.06483245640993118,0.06627541780471802,0.06850843131542206,0.07019096612930298,0.06891991943120956,0.06934055685997009,0.07052016258239746,0.11445768922567368,0.11268579214811325,0.10498165339231491,0.10125229507684708,0.09782224893569946,0.09420961886644363,0.09589172154664993,0.09083344787359238,0.0912584662437439,0.09660706669092178,0.39753812551498413,880900,812408,85895,66857
2017,MN,1063367,34625,35373,35491,34228,34993,35304,35184,36071,35728,35976,36892,35380,35831,35941,35888,36648,37786,38786,37956,38181,38697,38291,37832,35095,33993,32756,31477,32045,30435,30484,174710,178263,369289,547552,341105,0,130555,135215,278477,413692,268593,268593,16304,15716,32415,48131,24916,0,13921,12245,22204,34449,20316,0,13930,15087,36193,51280,27280,0,0.19818556308746338,0.2024669498205185,0.20314234495162964,0.19591322541236877,0.20029191672801971,0.06447606533765793,0.06425691395998001,0.06587684899568558,0.06525042653083801,0.06570334732532501,0.06737624853849411,0.06461486965417862,0.06543853133916855,0.065639428794384,0.06554263085126877,0.0669306293129921,0.069008968770504,0.07083528488874435,0.06931944191455841,0.06973036378622055,0.11344600468873978,0.11225575953722,0.11091013252735138,0.10288620740175247,0.09965553134679794,0.09602908045053482,0.09227950125932693,0.09394467622041702,0.08922472596168518,0.08936837315559387,0.3962051272392273,888657,812840,89351,68686
